Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes;Workout Duration
2022-11-17 09:54:35;"Week B Day 2";"Chin Up (Assisted)";1;60;lbs;8;7.5;;;0;"";;1h 41m
2022-11-17 09:54:35;"Week B Day 2";"Chin Up (Assisted)";2;60;lbs;8;8;;;0;;;1h 41m
2022-11-17 09:54:35;"Week B Day 2";"Chin Up (Assisted)";3;60;lbs;8;8.5;;;0;;;1h 41m
2022-11-17 09:54:35;"Week B Day 2";"Chin Up (Assisted)";4;60;lbs;8;9.5;;;0;;;1h 41m
2022-11-19 15:32:13;"Week B Day 3";"Bench Press (Barbell)";1;95;lbs;12;7;;;0;"";"";1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Bench Press (Barbell)";2;95;lbs;12;7.5;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Bench Press (Barbell)";3;95;lbs;12;8.5;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Bench Press (Barbell)";4;95;lbs;9;9;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Overhead Press (Barbell)";1;80;lbs;4;7;;;0;"";;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Overhead Press (Barbell)";2;80;lbs;4;7;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Overhead Press (Barbell)";3;80;lbs;4;7.5;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Overhead Press (Barbell)";4;80;lbs;8;9.5;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Deadlift (Barbell)";1;200;lbs;4;7;;;0;"";;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Deadlift (Barbell)";2;200;lbs;4;7;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Deadlift (Barbell)";3;200;lbs;4;7;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Deadlift (Barbell)";4;200;lbs;7;9.5;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Bent Over Row (Barbell)";1;90;lbs;10;7.5;;;0;"";;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Bent Over Row (Barbell)";2;90;lbs;10;7.5;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Bent Over Row (Barbell)";3;90;lbs;10;8.5;;;0;;;1h 24m
2022-11-19 15:32:13;"Week B Day 3";"Bent Over Row (Barbell)";4;90;lbs;10;10;;;0;;;1h 24m
2022-11-21 20:13:12;"Week A Day 1";"Squat (Barbell)";1;190;lbs;8;8;;;0;"";"";1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Squat (Barbell)";2;190;lbs;8;8;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Squat (Barbell)";3;190;lbs;7;9.5;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Squat (Barbell)";4;190;lbs;8;9.5;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Bench Press (Barbell)";1;115;lbs;10;7;;;0;"";;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Bench Press (Barbell)";2;115;lbs;10;7.5;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Bench Press (Barbell)";3;115;lbs;8;10;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Bench Press (Barbell)";4;115;lbs;8;9.5;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Overhead Press (Barbell)";1;70;lbs;8;8.5;;;0;"";;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Overhead Press (Barbell)";2;70;lbs;8;9.5;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Overhead Press (Barbell)";3;70;lbs;6;9.5;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Overhead Press (Barbell)";4;70;lbs;8;9.5;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Chin Up (Assisted)";1;50;lbs;8;7.5;;;0;"";;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Chin Up (Assisted)";2;50;lbs;8;8;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Chin Up (Assisted)";3;50;lbs;8;8.5;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Chin Up (Assisted)";4;50;lbs;6;10;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Triceps Extension";1;50;lbs;10;7.5;;;0;"";;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Triceps Extension";2;60;lbs;12;8.5;;;0;;;1h 18m
2022-11-21 20:13:12;"Week A Day 1";"Triceps Extension";3;60;lbs;10;8.5;;;0;;;1h 18m
2022-11-23 14:38:58;"Week A Day 2";"Deadlift (Barbell)";1;200;lbs;8;7.5;;;0;"";"";1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Deadlift (Barbell)";2;200;lbs;8;7.5;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Deadlift (Barbell)";3;200;lbs;8;8;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Deadlift (Barbell)";4;200;lbs;8;9;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Bench Press (Barbell)";1;95;lbs;15;8;;;0;"";;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Bench Press (Barbell)";2;95;lbs;10;8.5;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Bench Press (Barbell)";3;95;lbs;8;10;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Bench Press (Barbell)";4;95;lbs;10;10;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Overhead Press (Barbell)";1;45;lbs;8;7.5;;;0;"";;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Overhead Press (Barbell)";2;70;lbs;8;9;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Overhead Press (Barbell)";3;70;lbs;8;9;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Overhead Press (Barbell)";4;70;lbs;8;9.5;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Bent Over Row (Barbell)";1;100;lbs;8;7.5;;;0;"";;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Bent Over Row (Barbell)";2;100;lbs;10;7.5;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Bent Over Row (Barbell)";3;100;lbs;10;9.5;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Bent Over Row (Barbell)";4;100;lbs;8;10;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Triceps Extension";1;30;lbs;15;;;;0;"";;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Triceps Extension";2;30;lbs;15;;;;0;;;1h 47m
2022-11-23 14:38:58;"Week A Day 2";"Triceps Extension";3;30;lbs;15;;;;0;;;1h 47m
2022-11-26 17:06:56;"Week A Day 3";"Squat (Barbell)";1;45;lbs;8;6;;;0;"Lower back felt weird at the bottom";"";1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Squat (Barbell)";2;135;lbs;8;6;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Squat (Barbell)";3;210;lbs;4;7;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Squat (Barbell)";4;210;lbs;4;7.5;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Squat (Barbell)";5;210;lbs;4;8;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Squat (Barbell)";6;210;lbs;4;9;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Bench Press (Barbell)";1;45;lbs;12;6;;;0;"";;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Bench Press (Barbell)";2;95;lbs;12;6.5;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Bench Press (Barbell)";3;95;lbs;12;7;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Bench Press (Barbell)";4;95;lbs;12;7.5;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Bench Press (Barbell)";5;95;lbs;13;8.5;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Overhead Press (Barbell)";1;45;lbs;5;8;;;0;"";;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Overhead Press (Barbell)";2;70;lbs;8;8;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Overhead Press (Barbell)";3;70;lbs;8;8;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Overhead Press (Barbell)";4;70;lbs;8;8.5;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Overhead Press (Barbell)";5;70;lbs;9;8.5;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Chin Up (Assisted)";1;45;lbs;4;7.5;;;0;"";;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Chin Up (Assisted)";2;45;lbs;4;7.5;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Chin Up (Assisted)";3;45;lbs;4;7.5;;;0;;;1h 43m
2022-11-26 17:06:56;"Week A Day 3";"Chin Up (Assisted)";4;45;lbs;4;8;;;0;;;1h 43m
2022-11-30 14:47:26;"Week B Day 2";"Bench Press (Barbell)";1;95;lbs;15;8;;;0;"";"";1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Bench Press (Barbell)";2;95;lbs;15;8.5;;;0;;;1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Bench Press (Barbell)";3;95;lbs;15;9.5;;;0;;;1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Bench Press (Barbell)";4;95;lbs;12;10;;;0;;;1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Pull Up (Band)";1;;;10;;;;0;"Actually chinup negatives";;1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Pull Up (Band)";2;;;10;;;;0;;;1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Pull Up (Band)";3;;;10;;;;0;;;1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Pull Up (Band)";4;;;10;;;;0;;;1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Squat (Barbell)";1;210;lbs;8;8;;;0;"Nervous to finish at bottom of last set";;1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Squat (Barbell)";2;210;lbs;5;7.5;;;0;;;1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Squat (Barbell)";3;210;lbs;6;8;;;0;;;1h 14m
2022-11-30 14:47:26;"Week B Day 2";"Squat (Barbell)";4;210;lbs;2;9;;;0;;;1h 14m
2022-12-06 20:22:33;"Week A Day 1";"Squat (Barbell)";1;45;lbs;8;6;;;0;"";"";1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Squat (Barbell)";2;135;lbs;8;7;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Squat (Barbell)";3;135;lbs;8;7;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Squat (Barbell)";4;135;lbs;8;7.5;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Squat (Barbell)";5;135;lbs;8;8;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Bench Press (Barbell)";1;45;lbs;8;6;;;0;"";;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Bench Press (Barbell)";2;65;lbs;8;6;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Bench Press (Barbell)";3;65;lbs;8;6;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Bench Press (Barbell)";4;65;lbs;8;6;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Bench Press (Barbell)";5;65;lbs;8;6;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Overhead Press (Barbell)";1;45;lbs;8;6;;;0;"";;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Overhead Press (Barbell)";2;45;lbs;8;6;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Overhead Press (Barbell)";3;45;lbs;8;6;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Overhead Press (Barbell)";4;45;lbs;8;6;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Pull Up (Band)";1;;;4;6;;;0;"Actually assisted Chin Ups";;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Pull Up (Band)";2;;;4;6;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Pull Up (Band)";3;;;4;6;;;0;;;1h 3m
2022-12-06 20:22:33;"Week A Day 1";"Pull Up (Band)";4;;;4;6;;;0;;;1h 3m
2022-12-12 17:11:02;"Week A Day 1";"Squat (Barbell)";1;45;lbs;8;6;;;0;"";"";1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Squat (Barbell)";2;135;lbs;8;6;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Squat (Barbell)";3;210;lbs;8;6.5;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Squat (Barbell)";4;210;lbs;8;7;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Squat (Barbell)";5;210;lbs;8;7.5;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Squat (Barbell)";6;210;lbs;6;10;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Bench Press (Barbell)";1;45;lbs;8;6;;;0;"";;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Bench Press (Barbell)";2;95;lbs;15;7;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Bench Press (Barbell)";3;95;lbs;12;8;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Bench Press (Barbell)";4;95;lbs;12;8.5;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Bench Press (Barbell)";5;95;lbs;11;9.5;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Overhead Press (Barbell)";1;70;lbs;8;7.5;;;0;"";;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Overhead Press (Barbell)";2;70;lbs;8;7.5;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Overhead Press (Barbell)";3;70;lbs;8;7.5;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Overhead Press (Barbell)";4;70;lbs;10;;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Chin Up";1;0;lbs;6;8.5;;;0;"";;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Chin Up";2;0;lbs;6;9.5;;;0;;;1h 8m
2022-12-12 17:11:02;"Week A Day 1";"Chin Up";3;3;lbs;6;10;;;0;;;1h 8m
